MLI,2019,0.671,Gender Inequality Index (GII)
MLT,2019,0.175,Gender Inequality Index (GII)
MMR,2019,0.478,Gender Inequality Index (GII)
MNE,2019,0.109,Gender Inequality Index (GII)
MNG,2019,0.322,Gender Inequality Index (GII)
MOZ,2019,0.523,Gender Inequality Index (GII)
MRT,2019,0.634,Gender Inequality Index (GII)
MUS,2019,0.347,Gender Inequality Index (GII)
MWI,2019,0.565,Gender Inequality Index (GII)
MYS,2019,0.253,Gender Inequality Index (GII)
NAM,2019,0.44,Gender Inequality Index (GII)
NER,2019,0.642,Gender Inequality Index (GII)
NIC,2019,0.428,Gender Inequality Index (GII)
NLD,2019,0.043,Gender Inequality Index (GII)
NOR,2019,0.045,Gender Inequality Index (GII)
NPL,2019,0.452,Gender Inequality Index (GII)
NZL,2019,0.123,Gender Inequality Index (GII)
OMN,2019,0.306,Gender Inequality Index (GII)
PAK,2019,0.538,Gender Inequality Index (GII)
PAN,2019,0.407,Gender Inequality Index (GII)
PER,2019,0.395,Gender Inequality Index (GII)
PHL,2019,0.43,Gender Inequality Index (GII)
PNG,2019,0.725,Gender Inequality Index (GII)
POL,2019,0.115,Gender Inequality Index (GII)
PRT,2019,0.075,Gender Inequality Index (GII)
PRY,2019,0.446,Gender Inequality Index (GII)
QAT,2019,0.185,Gender Inequality Index (GII)
ROU,2019,0.276,Gender Inequality Index (GII)
RUS,2019,0.225,Gender Inequality Index (GII)
RWA,2019,0.402,Gender Inequality Index (GII)
SAU,2019,0.252,Gender Inequality Index (GII)
SDN,2019,0.545,Gender Inequality Index (GII)
SEN,2019,0.533,Gender Inequality Index (GII)
SGP,2019,0.065,Gender Inequality Index (GII)
SLE,2019,0.644,Gender Inequality Index (GII)
SLV,2019,0.383,Gender Inequality Index (GII)
SRB,2019,0.132,Gender Inequality Index (GII)
STP,2019,0.537,Gender Inequality Index (GII)
SUR,2019,0.436,Gender Inequality Index (GII)
SVK,2019,0.191,Gender Inequality Index (GII)
SVN,2019,0.063,Gender Inequality Index (GII)
SWE,2019,0.039,Gender Inequality Index (GII)
SWZ,2019,0.567,Gender Inequality Index (GII)
SYR,2019,0.482,Gender Inequality Index (GII)
TCD,2019,0.71,Gender Inequality Index (GII)
TGO,2019,0.573,Gender Inequality Index (GII)
THA,2019,0.359,Gender Inequality Index (GII)
TJK,2019,0.314,Gender Inequality Index (GII)
TON,2019,0.354,Gender Inequality Index (GII)
TTO,2019,0.323,Gender Inequality Index (GII)
TUN,2019,0.296,Gender Inequality Index (GII)
TUR,2019,0.306,Gender Inequality Index (GII)
TZA,2019,0.556,Gender Inequality Index (GII)
UGA,2019,0.535,Gender Inequality Index (GII)
UKR,2019,0.234,Gender Inequality Index (GII)
URY,2019,0.288,Gender Inequality Index (GII)
USA,2019,0.204,Gender Inequality Index (GII)
UZB,2019,0.288,Gender Inequality Index (GII)
VEN,2019,0.479,Gender Inequality Index (GII)
VNM,2019,0.296,Gender Inequality Index (GII)
WSM,2019,0.36,Gender Inequality Index (GII)
YEM,2019,0.795,Gender Inequality Index (GII)
ZAF,2019,0.406,Gender Inequality Index (GII)
ZMB,2019,0.539,Gender Inequality Index (GII)
ZWE,2019,0.527,Gender Inequality Index (GII)
AGO,2018,0.537,Gender Inequality Index (GII)
ALB,2018,0.186,Gender Inequality Index (GII)
ARE,2018,0.142,Gender Inequality Index (GII)
ARG,2018,0.328,Gender Inequality Index (GII)
ARM,2018,0.264,Gender Inequality Index (GII)
AUS,2018,0.103,Gender Inequality Index (GII)
AUT,2018,0.076,Gender Inequality Index (GII)
AZE,2018,0.321,Gender Inequality Index (GII)
BDI,2018,0.504,Gender Inequality Index (GII)
BEL,2018,0.048,Gender Inequality Index (GII)
BEN,2018,0.613,Gender Inequality Index (GII)
BFA,2018,0.605,Gender Inequality Index (GII)
BGD,2018,0.54,Gender Inequality Index (GII)
BGR,2018,0.213,Gender Inequality Index (GII)
BHR,2018,0.213,Gender Inequality Index (GII)
BHS,2018,0.343,Gender Inequality Index (GII)
BIH,2018,0.158,Gender Inequality Index (GII)
BLR,2018,0.128,Gender Inequality Index (GII)
BLZ,2018,0.416,Gender Inequality Index (GII)
BOL,2018,0.419,Gender Inequality Index (GII)
BRA,2018,0.41,Gender Inequality Index (GII)
BRB,2018,0.261,Gender Inequality Index (GII)
BRN,2018,0.262,Gender Inequality Index (GII)
BTN,2018,0.428,Gender Inequality Index (GII)
BWA,2018,0.472,Gender Inequality Index (GII)
CAF,2018,0.68,Gender Inequality Index (GII)
CAN,2018,0.088,Gender Inequality Index (GII)
CHE,2018,0.039,Gender Inequality Index (GII)
CHL,2018,0.253,Gender Inequality Index (GII)
CHN,2018,0.167,Gender Inequality Index (GII)
CIV,2018,0.648,Gender Inequality Index (GII)
CMR,2018,0.561,Gender Inequality Index (GII)
COD,2018,0.635,Gender Inequality Index (GII)
COG,2018,0.57,Gender Inequality Index (GII)
COL,2018,0.432,Gender Inequality Index (GII)
CPV,2018,0.398,Gender Inequality Index (GII)
CRI,2018,0.291,Gender Inequality Index (GII)
CUB,2018,0.305,Gender Inequality Index (GII)
CYP,2018,0.088,Gender Inequality Index (GII)
CZE,2018,0.135,Gender Inequality Index (GII)
DEU,2018,0.084,Gender Inequality Index (GII)
DNK,2018,0.04,Gender Inequality Index (GII)
DOM,2018,0.456,Gender Inequality Index (GII)
DZA,2018,0.433,Gender Inequality Index (GII)
ECU,2018,0.385,Gender Inequality Index (GII)
EGY,2018,0.45,Gender Inequality Index (GII)
ESP,2018,0.076,Gender Inequality Index (GII)
EST,2018,0.105,Gender Inequality Index (GII)
ETH,2018,0.519,Gender Inequality Index (GII)
FIN,2018,0.054,Gender Inequality Index (GII)
FJI,2018,0.369,Gender Inequality Index (GII)
FRA,2018,0.055,Gender Inequality Index (GII)
GBR,2018,0.124,Gender Inequality Index (GII)
GEO,2018,0.327,Gender Inequality Index (GII)
GHA,2018,0.54,Gender Inequality Index (GII)
GMB,2018,0.614,Gender Inequality Index (GII)
GRC,2018,0.125,Gender Inequality Index (GII)
GTM,2018,0.503,Gender Inequality Index (GII)
GUY,2018,0.463,Gender Inequality Index (GII)
HND,2018,0.425,Gender Inequality Index (GII)
HRV,2018,0.126,Gender Inequality Index (GII)
HTI,2018,0.638,Gender Inequality Index (GII)
HUN,2018,0.23,Gender Inequality Index (GII)
IDN,2018,0.474,Gender Inequality Index (GII)
IND,2018,0.512,Gender Inequality Index (GII)
IRL,2018,0.099,Gender Inequality Index (GII)
IRN,2018,0.455,Gender Inequality Index (GII)
IRQ,2018,0.581,Gender Inequality Index (GII)
ISL,2018,0.063,Gender Inequality Index (GII)
ISR,2018,0.102,Gender Inequality Index (GII)
ITA,2018,0.07,Gender Inequality Index (GII)
JAM,2018,0.399,Gender Inequality Index (GII)
JOR,2018,0.452,Gender Inequality Index (GII)
JPN,2018,0.1,Gender Inequality Index (GII)
KAZ,2018,0.191,Gender Inequality Index (GII)
KEN,2018,0.521,Gender Inequality Index (GII)
KGZ,2018,0.375,Gender Inequality Index (GII)
KHM,2018,0.473,Gender Inequality Index (GII)
KOR,2018,0.064,Gender Inequality Index (GII)
KWT,2018,0.274,Gender Inequality Index (GII)
LAO,2018,0.46,Gender Inequality Index (GII)
LBN,2018,0.413,Gender Inequality Index (GII)
LBR,2018,0.65,Gender Inequality Index (GII)
LBY,2018,0.253,Gender Inequality Index (GII)
LCA,2018,0.403,Gender Inequality Index (GII)
LKA,2018,0.396,Gender Inequality Index (GII)
LSO,2018,0.553,Gender Inequality Index (GII)
LTU,2018,0.128,Gender Inequality Index (GII)
LUX,2018,0.082,Gender Inequality Index (GII)
LVA,2018,0.173,Gender Inequality Index (GII)
MAR,2018,0.455,Gender Inequality Index (GII)
MDA,2018,0.214,Gender Inequality Index (GII)
MDV,2018,0.358,Gender Inequality Index (GII)
MEX,2018,0.324,Gender Inequality Index (GII)
MKD,2018,0.147,Gender Inequality Index (GII)
MLI,2018,0.675,Gender Inequality Index (GII)
MLT,2018,0.191,Gender Inequality Index (GII)
MMR,2018,0.483,Gender Inequality Index (GII)
MNE,2018,0.127,Gender Inequality Index (GII)
MNG,2018,0.32,Gender Inequality Index (GII)
MOZ,2018,0.527,Gender Inequality Index (GII)
MRT,2018,0.635,Gender Inequality Index (GII)
MUS,2018,0.382,Gender Inequality Index (GII)
MWI,2018,0.582,Gender Inequality Index (GII)
MYS,2018,0.251,Gender Inequality Index (GII)
NAM,2018,0.441,Gender Inequality Index (GII)
NER,2018,0.645,Gender Inequality Index (GII)
NIC,2018,0.429,Gender Inequality Index (GII)
NLD,2018,0.043,Gender Inequality Index (GII)
NOR,2018,0.046,Gender Inequality Index (GII)
NPL,2018,0.456,Gender Inequality Index (GII)
NZL,2018,0.129,Gender Inequality Index (GII)
OMN,2018,0.315,Gender Inequality Index (GII)
PAK,2018,0.54,Gender Inequality Index (GII)
PAN,2018,0.416,Gender Inequality Index (GII)
PER,2018,0.401,Gender Inequality Index (GII)
PHL,2018,0.429,Gender Inequality Index (GII)
PNG,2018,0.726,Gender Inequality Index (GII)
POL,2018,0.126,Gender Inequality Index (GII)
PRT,2018,0.085,Gender Inequality Index (GII)
PRY,2018,0.45,Gender Inequality Index (GII)
QAT,2018,0.187,Gender Inequality Index (GII)
ROU,2018,0.279,Gender Inequality Index (GII)
RUS,2018,0.231,Gender Inequality Index (GII)
RWA,2018,0.403,Gender Inequality Index (GII)
SAU,2018,0.258,Gender Inequality Index (GII)
SDN,2018,0.544,Gender Inequality Index (GII)
SEN,2018,0.535,Gender Inequality Index (GII)
SGP,2018,0.066,Gender Inequality Index (GII)
SLE,2018,0.646,Gender Inequality Index (GII)
SLV,2018,0.384,Gender Inequality Index (GII)
SRB,2018,0.141,Gender Inequality Index (GII)
STP,2018,0.537,Gender Inequality Index (GII)
SUR,2018,0.449,Gender Inequality Index (GII)
SVK,2018,0.188,Gender Inequality Index (GII)
SVN,2018,0.072,Gender Inequality Index (GII)
SWE,2018,0.041,Gender Inequality Index (GII)
SWZ,2018,0.567,Gender Inequality Index (GII)
SYR,2018,0.483,Gender Inequality Index (GII)
TCD,2018,0.709,Gender Inequality Index (GII)
TGO,2018,0.57,Gender Inequality Index (GII)
THA,2018,0.424,Gender Inequality Index (GII)
TJK,2018,0.312,Gender Inequality Index (GII)
TON,2018,0.357,Gender Inequality Index (GII)
TTO,2018,0.331,Gender Inequality Index (GII)
TUN,2018,0.273,Gender Inequality Index (GII)
TUR,2018,0.308,Gender Inequality Index (GII)
TZA,2018,0.556,Gender Inequality Index (GII)
UGA,2018,0.537,Gender Inequality Index (GII)
UKR,2018,0.27,Gender Inequality Index (GII)
URY,2018,0.285,Gender Inequality Index (GII)
USA,2018,0.211,Gender Inequality Index (GII)
UZB,2018,0.288,Gender Inequality Index (GII)
VEN,2018,0.479,Gender Inequality Index (GII)
VNM,2018,0.299,Gender Inequality Index (GII)
WSM,2018,0.363,Gender Inequality Index (GII)
YEM,2018,0.811,Gender Inequality Index (GII)
ZAF,2018,0.411,Gender Inequality Index (GII)
ZMB,2018,0.539,Gender Inequality Index (GII)
ZWE,2018,0.532,Gender Inequality Index (GII)
AFG,2017,0.673,Gender Inequality Index (GII)
AGO,2017,0.539,Gender Inequality Index (GII)
ALB,2017,0.187,Gender Inequality Index (GII)
ARE,2017,0.158,Gender Inequality Index (GII)
ARG,2017,0.332,Gender Inequality Index (GII)
ARM,2017,0.266,Gender Inequality Index (GII)
AUS,2017,0.104,Gender Inequality Index (GII)
AUT,2017,0.079,Gender Inequality Index (GII)
AZE,2017,0.319,Gender Inequality Index (GII)
BDI,2017,0.505,Gender Inequality Index (GII)
BEL,2017,0.052,Gender Inequality Index (GII)
BEN,2017,0.614,Gender Inequality Index (GII)
BFA,2017,0.605,Gender Inequality Index (GII)
BGD,2017,0.542,Gender Inequality Index (GII)
BGR,2017,0.214,Gender Inequality Index (GII)
BHR,2017,0.231,Gender Inequality Index (GII)
BHS,2017,0.343,Gender Inequality Index (GII)
BIH,2017,0.161,Gender Inequality Index (GII)
BLR,2017,0.134,Gender Inequality Index (GII)
BLZ,2017,0.418,Gender Inequality Index (GII)
BOL,2017,0.424,Gender Inequality Index (GII)
BRA,2017,0.428,Gender Inequality Index (GII)
BRB,2017,0.286,Gender Inequality Index (GII)
BRN,2017,0.269,Gender Inequality Index (GII)
BTN,2017,0.47,Gender Inequality Index (GII)
BWA,2017,0.473,Gender Inequality Index (GII)
CAF,2017,0.682,Gender Inequality Index (GII)
CAN,2017,0.095,Gender Inequality Index (GII)
CHE,2017,0.041,Gender Inequality Index (GII)
CHN,2017,0.168,Gender Inequality Index (GII)
CIV,2017,0.65,Gender Inequality Index (GII)
CMR,2017,0.566,Gender Inequality Index (GII)
COD,2017,0.636,Gender Inequality Index (GII)
COG,2017,0.571,Gender Inequality Index (GII)
COL,2017,0.431,Gender Inequality Index (GII)
CPV,2017,0.4,Gender Inequality Index (GII)
CRI,2017,0.311,Gender Inequality Index (GII)
CUB,2017,0.31,Gender Inequality Index (GII)
CYP,2017,0.089,Gender Inequality Index (GII)
CZE,2017,0.132,Gender Inequality Index (GII)
DEU,2017,0.084,Gender Inequality Index (GII)
DNK,2017,0.041,Gender Inequality Index (GII)
DOM,2017,0.457,Gender Inequality Index (GII)
DZA,2017,0.434,Gender Inequality Index (GII)
ECU,2017,0.385,Gender Inequality Index (GII)
EGY,2017,0.451,Gender Inequality Index (GII)
ESP,2017,0.078,Gender Inequality Index (GII)
EST,2017,0.118,Gender Inequality Index (GII)
ETH,2017,0.522,Gender Inequality Index (GII)
FIN,2017,0.057,Gender Inequality Index (GII)
FJI,2017,0.38,Gender Inequality Index (GII)
FRA,2017,0.061,Gender Inequality Index (GII)
GAB,2017,0.53,Gender Inequality Index (GII)
GBR,2017,0.131,Gender Inequality Index (GII)
GEO,2017,0.329,Gender Inequality Index (GII)
GHA,2017,0.542,Gender Inequality Index (GII)
GMB,2017,0.618,Gender Inequality Index (GII)
GRC,2017,0.129,Gender Inequality Index (GII)
GTM,2017,0.505,Gender Inequality Index (GII)
GUY,2017,0.466,Gender Inequality Index (GII)
HRV,2017,0.131,Gender Inequality Index (GII)
HTI,2017,0.639,Gender Inequality Index (GII)
HUN,2017,0.243,Gender Inequality Index (GII)
IDN,2017,0.478,Gender Inequality Index (GII)
IND,2017,0.525,Gender Inequality Index (GII)
IRL,2017,0.105,Gender Inequality Index (GII)
IRN,2017,0.451,Gender Inequality Index (GII)
IRQ,2017,0.584,Gender Inequality Index (GII)
ISL,2017,0.069,Gender Inequality Index (GII)
ISR,2017,0.106,Gender Inequality Index (GII)
ITA,2017,0.081,Gender Inequality Index (GII)
JAM,2017,0.401,Gender Inequality Index (GII)
JOR,2017,0.455,Gender Inequality Index (GII)
JPN,2017,0.103,Gender Inequality Index (GII)
KAZ,2017,0.192,Gender Inequality Index (GII)
KEN,2017,0.524,Gender Inequality Index (GII)
KGZ,2017,0.378,Gender Inequality Index (GII)
KHM,2017,0.475,Gender Inequality Index (GII)
KOR,2017,0.067,Gender Inequality Index (GII)
KWT,2017,0.277,Gender Inequality Index (GII)
LAO,2017,0.461,Gender Inequality Index (GII)
LBN,2017,0.444,Gender Inequality Index (GII)
LBR,2017,0.657,Gender Inequality Index (GII)
LBY,2017,0.254,Gender Inequality Index (GII)
LCA,2017,0.405,Gender Inequality Index (GII)
LKA,2017,0.398,Gender Inequality Index (GII)
LSO,2017,0.552,Gender Inequality Index (GII)
LTU,2017,0.131,Gender Inequality Index (GII)
LUX,2017,0.068,Gender Inequality Index (GII)
LVA,2017,0.212,Gender Inequality Index (GII)
MAR,2017,0.458,Gender Inequality Index (GII)
MDA,2017,0.219,Gender Inequality Index (GII)
MDV,2017,0.36,Gender Inequality Index (GII)
MEX,2017,0.336,Gender Inequality Index (GII)
MKD,2017,0.152,Gender Inequality Index (GII)
MLI,2017,0.675,Gender Inequality Index (GII)
MLT,2017,0.194,Gender Inequality Index (GII)
MMR,2017,0.484,Gender Inequality Index (GII)
MNE,2017,0.131,Gender Inequality Index (GII)
MNG,2017,0.318,Gender Inequality Index (GII)
MOZ,2017,0.528,Gender Inequality Index (GII)
MRT,2017,0.627,Gender Inequality Index (GII)
MUS,2017,0.386,Gender Inequality Index (GII)
MWI,2017,0.585,Gender Inequality Index (GII)
MYS,2017,0.263,Gender Inequality Index (GII)
NAM,2017,0.451,Gender Inequality Index (GII)
NER,2017,0.646,Gender Inequality Index (GII)
NIC,2017,0.429,Gender Inequality Index (GII)
NLD,2017,0.045,Gender Inequality Index (GII)
NOR,2017,0.048,Gender Inequality Index (GII)
NPL,2017,0.467,Gender Inequality Index (GII)
NZL,2017,0.133,Gender Inequality Index (GII)
OMN,2017,0.317,Gender Inequality Index (GII)
PAK,2017,0.538,Gender Inequality Index (GII)
PAN,2017,0.422,Gender Inequality Index (GII)
PER,2017,0.411,Gender Inequality Index (GII)
PHL,2017,0.432,Gender Inequality Index (GII)
PNG,2017,0.728,Gender Inequality Index (GII)
POL,2017,0.131,Gender Inequality Index (GII)
PRT,2017,0.09,Gender Inequality Index (GII)
PRY,2017,0.453,Gender Inequality Index (GII)
QAT,2017,0.188,Gender Inequality Index (GII)
ROU,2017,0.279,Gender Inequality Index (GII)
RUS,2017,0.236,Gender Inequality Index (GII)
RWA,2017,0.404,Gender Inequality Index (GII)
SAU,2017,0.262,Gender Inequality Index (GII)
SDN,2017,0.549,Gender Inequality Index (GII)
SEN,2017,0.537,Gender Inequality Index (GII)
SGP,2017,0.067,Gender Inequality Index (GII)
SLE,2017,0.648,Gender Inequality Index (GII)
SLV,2017,0.384,Gender Inequality Index (GII)
SRB,2017,0.146,Gender Inequality Index (GII)
STP,2017,0.527,Gender Inequality Index (GII)
SUR,2017,0.451,Gender Inequality Index (GII)
SVK,2017,0.185,Gender Inequality Index (GII)
SVN,2017,0.055,Gender Inequality Index (GII)
SWE,2017,0.044,Gender Inequality Index (GII)
SWZ,2017,0.559,Gender Inequality Index (GII)
SYR,2017,0.485,Gender Inequality Index (GII)
TCD,2017,0.718,Gender Inequality Index (GII)
TGO,2017,0.572,Gender Inequality Index (GII)
THA,2017,0.432,Gender Inequality Index (GII)
TJK,2017,0.308,Gender Inequality Index (GII)
TON,2017,0.357,Gender Inequality Index (GII)
TTO,2017,0.333,Gender Inequality Index (GII)
TUN,2017,0.271,Gender Inequality Index (GII)
TUR,2017,0.325,Gender Inequality Index (GII)
TZA,2017,0.557,Gender Inequality Index (GII)
UGA,2017,0.538,Gender Inequality Index (GII)
UKR,2017,0.273,Gender Inequality Index (GII)
URY,2017,0.286,Gender Inequality Index (GII)
USA,2017,0.229,Gender Inequality Index (GII)
UZB,2017,0.288,Gender Inequality Index (GII)
VEN,2017,0.478,Gender Inequality Index (GII)
VNM,2017,0.302,Gender Inequality Index (GII)
WSM,2017,0.366,Gender Inequality Index (GII)
YEM,2017,0.813,Gender Inequality Index (GII)
ZAF,2017,0.414,Gender Inequality Index (GII)
ZMB,2017,0.542,Gender Inequality Index (GII)
ZWE,2017,0.533,Gender Inequality Index (GII)
AFG,2016,0.69,Gender Inequality Index (GII)
AGO,2016,0.531,Gender Inequality Index (GII)
ALB,2016,0.205,Gender Inequality Index (GII)
ARE,2016,0.162,Gender Inequality Index (GII)
ARG,2016,0.338,Gender Inequality Index (GII)
ARM,2016,0.303,Gender Inequality Index (GII)
AUS,2016,0.108,Gender Inequality Index (GII)
AUT,2016,0.087,Gender Inequality Index (GII)
AZE,2016,0.317,Gender Inequality Index (GII)
BDI,2016,0.508,Gender Inequality Index (GII)
BEL,2016,0.054,Gender Inequality Index (GII)
BEN,2016,0.619,Gender Inequality Index (GII)
BFA,2016,0.616,Gender Inequality Index (GII)
BGD,2016,0.555,Gender Inequality Index (GII)
BGR,2016,0.225,Gender Inequality Index (GII)
BHR,2016,0.235,Gender Inequality Index (GII)
BHS,2016,0.363,Gender Inequality Index (GII)
BIH,2016,0.167,Gender Inequality Index (GII)
BLR,2016,0.138,Gender Inequality Index (GII)
BLZ,2016,0.412,Gender Inequality Index (GII)
BOL,2016,0.431,Gender Inequality Index (GII)
BRA,2016,0.436,Gender Inequality Index (GII)
BRB,2016,0.298,Gender Inequality Index (GII)
BRN,2016,0.299,Gender Inequality Index (GII)
BTN,2016,0.481,Gender Inequality Index (GII)
BWA,2016,0.478,Gender Inequality Index (GII)
CAF,2016,0.694,Gender Inequality Index (GII)
CAN,2016,0.101,Gender Inequality Index (GII)
CHE,2016,0.044,Gender Inequality Index (GII)
CHL,2016,0.288,Gender Inequality Index (GII)
CHN,2016,0.169,Gender Inequality Index (GII)
CIV,2016,0.66,Gender Inequality Index (GII)
CMR,2016,0.569,Gender Inequality Index (GII)
COD,2016,0.638,Gender Inequality Index (GII)
COG,2016,0.584,Gender Inequality Index (GII)
COL,2016,0.431,Gender Inequality Index (GII)
CPV,2016,0.404,Gender Inequality Index (GII)
CRI,2016,0.319,Gender Inequality Index (GII)
CUB,2016,0.312,Gender Inequality Index (GII)
CYP,2016,0.091,Gender Inequality Index (GII)
CZE,2016,0.135,Gender Inequality Index (GII)
DEU,2016,0.076,Gender Inequality Index (GII)
DNK,2016,0.042,Gender Inequality Index (GII)
DOM,2016,0.458,Gender Inequality Index (GII)
DZA,2016,0.425,Gender Inequality Index (GII)
ECU,2016,0.383,Gender Inequality Index (GII)
EGY,2016,0.452,Gender Inequality Index (GII)
ESP,2016,0.08,Gender Inequality Index (GII)
EST,2016,0.142,Gender Inequality Index (GII)
ETH,2016,0.528,Gender Inequality Index (GII)
FIN,2016,0.06,Gender Inequality Index (GII)
FJI,2016,0.374,Gender Inequality Index (GII)
FRA,2016,0.081,Gender Inequality Index (GII)
GAB,2016,0.536,Gender Inequality Index (GII)
GBR,2016,0.142,Gender Inequality Index (GII)
GEO,2016,0.335,Gender Inequality Index (GII)
GHA,2016,0.553,Gender Inequality Index (GII)
GMB,2016,0.627,Gender Inequality Index (GII)
GRC,2016,0.126,Gender Inequality Index (GII)
GTM,2016,0.5,Gender Inequality Index (GII)
GUY,2016,0.472,Gender Inequality Index (GII)
HND,2016,0.424,Gender Inequality Index (GII)
HRV,2016,0.16,Gender Inequality Index (GII)
HTI,2016,0.776,Gender Inequality Index (GII)
HUN,2016,0.239,Gender Inequality Index (GII)
IDN,2016,0.491,Gender Inequality Index (GII)
IND,2016,0.541,Gender Inequality Index (GII)
IRL,2016,0.111,Gender Inequality Index (GII)
IRN,2016,0.455,Gender Inequality Index (GII)
IRQ,2016,0.556,Gender Inequality Index (GII)
ISL,2016,0.066,Gender Inequality Index (GII)
ISR,2016,0.111,Gender Inequality Index (GII)
ITA,2016,0.084,Gender Inequality Index (GII)
JAM,2016,0.404,Gender Inequality Index (GII)
JOR,2016,0.46,Gender Inequality Index (GII)
JPN,2016,0.109,Gender Inequality Index (GII)
KAZ,2016,0.196,Gender Inequality Index (GII)
KEN,2016,0.534,Gender Inequality Index (GII)
